text,label,preprocessed_text
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive,assign strengthen poyri 's posit intern provid engin project servic chemic process industri
This new partnership agreement represents a significant milestone for both parties .,positive,new partnership agreement repres signific mileston parti
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",positive,"tiimari latvian repres ineta zaharova said compani earn lvl 122,000 2005 profit 20 time 2004"
"Together , Yahoo and Nokia said they will continue to deliver Internet experiences that address the core needs of consumers , developers , operators and advertisers .",neutral,togeth yahoo nokia said continu deliv internet experi address core need consum develop oper advertis
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",positive,via agreement ramir expand rang equip servic deliv destia ramir finland 's manag director kari aulasmaa said
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",positive,via takeov panostaja expand busi area specialis digit print sinc previous consist subsidiari kopijyva oy sokonet oy
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",neutral,"ing larsen cfo 29,045 share repres 0.50 share capit"
The forecast for 2012 is 3.3 % .,neutral,forecast 2012 3.3
"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .",neutral,"share capit alma medium corpor busi id 1944757-4 eur 45,031,513.80 divid 75,052,523 share"
The company is listed on the Nordic Exchange in Helsinki .,neutral,compani list nordic exchang helsinki
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",neutral,incap contract manufactur carri manufactur agreement factori tumkur near bangalor
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",neutral,oper nokia support nokia netact network servic manag system
28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .,neutral,28 januari 2011 finnish technolog center oper technopoli oyj hel tps1v said today invest eur22 .5 construct second phase offic facil tamper
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,neutral,comptel corpor publish financi statement 2008 12 februari 2009
"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 .",neutral,finnish l recoil compani specialis use oil regener build facil hamina finland 2008
The shops are located in the capital region and the Paijat-Hame region .,neutral,shop locat capit region paijat-ham region
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral,carrier said area travel agenc sell outlet sister chain suomen matkatoimisto smt use remain bricks-and-mortar presenc primarili target busi custom go forward
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,neutral,annual net sale unit eur 5 million current employ 55 peopl
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",neutral,follow workday custom check home comput purchas divid differ ingredi group much energi variou product contain nutrit content purchas
Name of Company in which holdings have been acquired : Citycon Oyj 2 .,neutral,name compani hold acquir citycon oyj 2
"BasWare is headquartered in Espoo , Finland .",neutral,baswar headquart espoo finland
"The store is located in Poznan in a shopping center named Pestka , the company added .",neutral,store locat poznan shop center name pestka compani ad
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .",neutral,seat would go edgar edmond american experi cloth retail industri christian fischer austrian experi winter sport good busi
"According to the Act , universities can now acquire private funding .",neutral,accord act univers acquir privat fund
"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand .",neutral,follow strategi tikkurila establish fully-own sale compani tikkurila almati kazakhstan market decor paint finnish tikkurila brand russian tek brand
Asian traffic declined by 3.4 per cent .,negative,asian traffic declin 3.4 per cent
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral,"ahlstrom 's 5,700 employe serv custom via sale offic product facil 20 countri six contin"
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",neutral,raut headquart nastola finland technolog compani serv wood product industri worldwid
"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",positive,consum product manufactur fiskar corp. open distribut warehous center southaven creat 100 job
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral,accord latest inform benefon launch twig devic 20 septemb 2006
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,neutral,atrium also buy share kauhajoen teurastamokiinteistot oy kauhajoki slaughterhous properti itikka co-op
"The joint venture will invest about EUR 500,000 in production technology straight away .",neutral,"joint ventur invest eur 500,000 product technolog straight away"
He will report to CapMan Plc 's CEO Heikki Westerlund .,neutral,report capman plc 's ceo heikki westerlund
The price will be specified at the completion date .,neutral,price specifi complet date
A total of $ 78 million will be invested in the project .,neutral,total 78 million invest project
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",neutral,finnish consult satama interact oyj said novemb 13 2006 jarmo lonnfor took posit ceo
"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com",neutral,h1 '08 h1 '07 q2 '08 q2 '07 mln euro unless otherwis state net sale 386 328.6 201 160.7 oper profit 46.3 35.8 23.2 9.5 pre-tax profit 33.6 26.9 18.7 5.1 net profit 25.1 25.4 14 4.0 ep euro 2.20 2.36 1.24 0.38 1.0 euro 1.60 www.componenta.com
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",neutral,nordea 's definit big sampo acquir said analyst sampo would appear agenda nordea ahead privatis
`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,neutral,`` fix mobil converg solut repres key valu proposit today 's commun market
`` There is no room to modify the share component as we have already indicated . '',neutral,`` room modifi share compon alreadi indic ``
`` We could be there .,neutral,`` could
`` We were the lowest bidders and now the final approval is awaited . '',positive,`` lowest bidder final approv await ``
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",neutral,1 p.m. central offic nordea bank 19 3-ya ulitsa yamskogo polya build 1 telephon 495 777-34-77 ext 3932 3931 03.02.2011 unimilk egm 03-04 .02.2011 xvi intern business-summit food busi russia 2011 take place
"128,538 shares can still be subscribed for with Series E share options , max .",neutral,"128,538 share still subscrib seri e share option max"
15 November 2010 - Finnish energy company Fortum Oyj HEL : FUM1V said today it and partners started negotiations to establish a new operating model for energy supply in the Turku region of western Finland .,neutral,15 novemb 2010 finnish energi compani fortum oyj hel fum1v said today partner start negoti establish new oper model energi suppli turku region western finland
